1,0,0,-3672,278,-3624,2103
1,1,0,-1016,1676,1668,2122
1,1,0,-922,-832,4068,2141
1,1,0,-156,54,4014,2159
1,1,0,-118,-62,4080,2179
1,1,0,-262,-74,4134,2197
1,1,0,-224,-84,4036,2215
1,1,0,-190,-80,4114,2235
1,1,0,-196,-74,4078,2253
1,1,0,-194,-48,4090,2273
1,1,0,-206,-90,4106,2291
1,1,0,-196,-80,4072,2310
1,1,0,-200,-74,4110,2329
1,1,0,-202,-86,4108,2348
1,1,0,-196,-82,4060,2366
1,1,0,-206,-66,4104,2385
1,1,0,-202,-72,4100,2404
1,1,0,-198,-82,4084,2422
1,1,0,-192,-84,4116,2442
1,1,0,-188,-76,4116,2463
1,1,0,-184,-70,4090,2482
1,1,0,-202,-66,4102,2500
1,1,0,-200,-72,4104,2520
1,1,0,-198,-60,4110,2538
1,1,0,-188,-56,4088,2556
1,1,0,-206,-72,4088,2576
1,1,0,-206,-84,4108,2594
1,1,0,-204,-80,4084,2613
1,1,0,-216,-66,4098,2631
1,1,0,-212,-62,4076,2651
1,1,0,-202,-60,4082,2669
1,1,0,-202,-60,4106,2688
1,1,0,-176,-62,4112,2707
1,1,0,-182,-80,4102,2725
1,1,0,-186,-70,4090,2744
1,1,0,-198,-80,4096,2763
1,1,0,-208,-82,4076,2782
1,1,0,-204,-80,4096,2800
1,1,0,-198,-66,4102,2819
1,1,0,-182,-72,4082,2840
1,1,0,-210,-86,4084,2860
1,1,0,-210,-70,4074,2878
1,1,0,-198,-64,4088,2896
1,1,0,-204,-70,4116,2916
1,1,0,-202,-70,4074,2934
1,1,0,-196,-66,4072,2953
1,1,0,-190,-68,4084,2972
1,1,0,-196,-68,4112,2991
1,1,0,-206,-62,4098,3009
1,1,0,-192,-66,4114,3027
1,1,0,-206,-72,4100,3047
1,1,0,-202,-70,4110,3065
1,1,0,-198,-76,4088,3084
1,1,0,-188,-68,4086,3103
1,1,0,-196,-62,4114,3122
1,1,0,-190,-66,4080,3140
1,1,0,-208,-68,4096,3186
1,1,0,-202,-72,4104,3291
1,1,0,-210,-74,4098,3394
1,1,0,-206,-72,4112,3501
1,1,0,-202,-60,4096,3593
1,1,0,-194,-66,4108,3612
1,1,0,-186,-66,4080,3631
1,1,0,-192,-70,4078,3649
1,1,0,-190,-72,4096,3668
1,1,0,-196,-84,4080,3687
1,1,0,-190,-72,4100,3705
1,1,0,-202,-78,4078,3724
1,1,0,-198,-64,4106,3743
1,1,0,-204,-84,4104,3762
1,1,0,-208,-76,4102,3780
1,1,0,-186,-68,4108,3800
1,1,0,-190,-72,4084,3818
1,1,0,-202,-72,4116,3836
1,1,0,-194,-64,4108,3856
1,1,0,-190,-78,4120,3874
1,1,0,-184,-78,4076,3893
1,1,0,-202,-84,4108,3912
1,1,0,-196,-66,4074,3934
1,1,0,-204,-84,4096,3952
1,1,0,-218,-78,4100,3971
1,1,0,-178,-60,4096,3990
1,1,0,-208,-58,4112,4008
1,1,0,-208,-68,4094,4027
1,1,0,-194,-64,4084,4045
1,1,0,-190,-54,4076,4065
1,1,0,-202,-78,4086,4083
1,1,0,-200,-70,4102,4102
1,1,0,-186,-92,4076,4121
1,1,0,-204,-70,4080,4140
1,1,0,-212,-60,4106,4158
1,1,0,-186,-64,4096,4177
1,1,0,-202,-64,4068,4196
1,1,0,-182,-72,4078,4214
1,1,0,-198,-60,4080,4234
1,1,0,-176,-76,4086,4252
1,1,0,-186,-66,4072,4271
1,1,0,-178,-60,4074,4290
1,1,0,-210,-84,4110,4311
1,1,0,-196,-74,4082,4330
1,1,0,-198,-54,4100,4348
1,1,0,-190,-68,4082,4367
1,1,0,-204,-68,4082,4386
1,1,0,-204,-52,4084,4405
1,1,0,-180,-76,4094,4423
1,1,0,-200,-74,4078,4443
1,1,0,-192,-74,4098,4461
1,1,0,-214,-70,4092,4480
1,1,0,-204,-70,4058,4499
1,1,0,-204,-72,4096,4517
1,1,0,-208,-76,4084,4536
1,1,0,-212,-72,4082,4555
1,1,0,-218,-66,4082,4574
1,1,0,-196,-72,4110,4592
1,1,0,-200,-62,4080,4612
1,1,0,-206,-50,4098,4630
1,1,0,-198,-70,4074,4648
1,1,0,-188,-46,4096,4667
1,1,0,-182,-68,4106,4684
1,1,0,-210,-88,4082,4703
1,1,0,-202,-90,4082,4721
1,1,0,-204,-80,4084,4741
1,1,0,-198,-64,4090,4759
1,1,0,-204,-74,4108,4777
1,1,0,-194,-74,4082,4797
1,1,0,-208,-82,4114,4815
1,1,0,-200,-58,4090,4834
1,1,0,-190,-64,4084,4852
1,1,0,-194,-68,4098,4872
1,1,0,-204,-78,4110,4890
1,1,0,-196,-68,4112,4909
1,1,0,-196,-68,4108,4928
1,1,0,-184,-86,4116,4946
1,1,0,-202,-62,4090,4965
1,1,0,-198,-82,4110,4984
1,1,0,-210,-70,4094,5003
1,1,0,-198,-88,4082,5021
1,1,0,-214,-78,4102,5043
1,1,0,-188,-64,4094,5062
1,1,0,-200,-72,4092,5081
1,1,0,-188,-72,4088,5099
1,1,0,-202,-80,4092,5117
1,1,0,-202,-58,4090,5137
1,1,0,-206,-88,4094,5155
1,1,0,-204,-78,4096,5174
1,1,0,-202,-72,4084,5193
1,1,0,-198,-68,4076,5212
1,1,0,-192,-74,4100,5230
1,1,0,-208,-72,4098,5250
1,1,0,-212,-80,4096,5268
1,1,0,-204,-66,4096,5286
1,1,0,-202,-74,4082,5306
1,1,0,-208,-72,4090,5324
1,1,0,-194,-82,4098,5343
1,1,0,-222,-70,4088,5362
1,1,0,-200,-56,4092,5381
1,1,0,-196,-74,4090,5399
1,1,0,-204,-68,4120,5421
1,1,0,-196,-70,4082,5439
1,1,0,-208,-82,4100,5458
1,1,0,-208,-80,4070,5477
1,1,0,-192,-70,4090,5495
1,1,0,-200,-74,4082,5515
1,1,0,-208,-72,4096,5533
1,1,0,-210,-72,4096,5552
1,1,0,-200,-58,4084,5571
1,1,0,-196,-66,4124,5590
1,1,0,-186,-74,4094,5608
1,1,0,-196,-88,4082,5627
1,1,0,-212,-78,4122,5646
1,1,0,-210,-66,4080,5664
1,1,0,-204,-80,4084,5684
1,1,0,-204,-74,4076,5702
